caseNumber,id,name,status,caseType,year,age,gender,city,county,state,dateAdded,lastVerified,sourceCount,caseUrl,summary
208,christopher-deandre-mitchell,Christopher DeAndre Mitchell,unsolved,homicide,2018,23,male,Torrance,Los Angeles,CA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/christopher-deandre-mitchell.html,"Christopher DeAndre Mitchell, 23, was shot and killed by Torrance, California Police Officers Matthew Concannon and Anthony Chavez on December 9, 2018, within seconds of them approaching a parked car matching a stolen-vehicle report. Officers said they saw Mitchell reach toward what turned out to be an altered air rifle wedged between his legs and that he failed to comply with commands; his family maintained he was asleep and never given a chance to surrender. Then-District Attorney Jackie Lacey's office declined to file charges in 2019, finding the shooting justified. After George Gascón took office pledging to revisit police shootings, his office reopened the case in 2023 and secured a grand jury indictment for voluntary manslaughter — the same year it was publicly revealed that both officers had exchanged racist text messages. In November 2025, under a new district attorney, prosecutors moved to dismiss the case, and a judge granted that dismissal in April 2026, citing insufficient evidence to prove guilt beyond a reasonable doubt. No one has ever been convicted in Mitchell's death."
209,jordell-richardson,Jor'Dell Richardson,unsolved,homicide,2023,14,male,Aurora,Arapahoe,CO,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/jordell-richardson.html,"Jor'Dell Richardson, 14, was shot and killed by Aurora, Colorado Police Officer Roch Gruszeczka on June 1, 2023, seconds after being tackled at the end of a foot chase following a suspected robbery of a convenience store. Body camera video showed Richardson reaching toward his waistband as officers chased him into an alley; Officer James Snapp tackled him, and five seconds later Gruszeczka fired a single shot into his upper abdomen while shouting “Gun, gun. Let go of the [expletive] gun.” The weapon turned out to be a pellet-gun replica of a 9mm pistol. Richardson pleaded for help and lost consciousness within moments; he was pronounced dead at a hospital. The 18th Judicial District Attorney's Office announced in September 2023, three months later, that Gruszeczka was legally justified and would face no charges. No one has ever been charged in Richardson's death."
210,omari-cryer,Omari Cryer,unsolved,homicide,2022,25,male,Louisville,Jefferson,KY,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/omari-cryer.html,"Omari Cryer, 25, a father, was shot twice and killed by a deputy U.S. Marshal on May 20, 2022, in Louisville's Chickasaw neighborhood while a federal task force attempted to serve a domestic violence arrest warrant. Body camera video showed Cryer running from officers, hopping a fence, and pulling a handgun from his waistband before falling; a marshal fired two rounds, striking him in the front. No other officer discharged a weapon. Nearly a year later, Cryer's family said the Jefferson County Commonwealth's Attorney's Office told them it did not have enough evidence to indict anyone in his death. In 2023, a complaint to Louisville's Office of Inspector General alleged the arrest warrant used to justify the operation itself contained false statements; LMPD's chief publicly denied that allegation. No one has ever been charged in Cryer's death, and the identity of the marshal who fired has never been publicly released."
211,linus-phillip,Linus Phillip,unsolved,homicide,2018,30,male,Largo,Pinellas,FL,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/linus-phillip.html,"Linus F. Phillip, 30, was shot four times and killed by Largo, Florida Police Officer Matthew Steiner at a Wawa gas station on March 23, 2018, after a traffic stop for illegally tinted windows. Officers said they smelled marijuana and moved to detain Phillip; he got back into his car and reversed, with Steiner partly inside the vehicle. Police said Steiner, being dragged and pinned between the car and gas pumps, fired in self-defense. Investigators later acknowledged that surveillance footage from the gas station did not actually capture the shooting itself. Weeks later, Largo detectives traveled to the funeral home holding Phillip's body and pressed his finger to his phone in an attempt to unlock it, a move his family called a violation. The State Attorney's Office ruled the shooting justifiable homicide in April 2018. No one has ever been charged in Phillip's death."
212,kenneth-ross-jr,Kenneth Ross Jr.,unsolved,homicide,2018,25,male,Gardena,Los Angeles,CA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/kenneth-ross-jr.html,"Kenneth Ross Jr., 25, was shot in the back and shoulder and killed by Gardena, California Police Officer Michael Robbins with a rifle on April 11, 2018, as Ross ran away from officers responding to a report of a man firing a weapon in Rowley Memorial Park. Body and dash camera video reviewed by the family's attorney showed Ross running with his hands empty and his back to police when Robbins fired two shots from an AR-15. Robbins told investigators he believed Ross was reaching for a gun and feared for his life; a handgun was later recovered from Ross's shorts, which his family disputes he was carrying at the moment he was shot. The Los Angeles County District Attorney's Office cleared Robbins of criminal wrongdoing in June 2019, finding he acted in lawful self-defense. Robbins had been involved in three prior shootings before this one and retired from the department in 2020. No one has ever been charged in Ross's death."
213,decynthia-clements,DeCynthia Clements,unsolved,homicide,2018,34,female,Elgin,Kane,IL,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/decynthia-clements.html,"DeCynthia Clements, 34, was shot three times and killed by Elgin, Illinois Police Lieutenant Christian Jensen on Interstate 90 on March 12, 2018, at the end of an hour-long roadside standoff during which she appeared to be in mental distress and set her own car on fire. As smoke filled the vehicle, she opened the door and stepped out; police said she was holding a knife, though it is not clearly visible in released video. Jensen fired despite other officers on scene being equipped with a stun gun and rubber-bullet-firing weapon, telling investigators he could not wait to see if less-lethal options would work given how close officers were standing. A medical examiner found cocaine in her system. The Cook County State's Attorney's Office declined to file charges in February 2019, a decision a separate state appellate prosecutor's review upheld. No one has ever been charged in Clements's death."
214,joshua-ruffin,Joshua Ruffin,unsolved,homicide,2020,17,male,Columbia,Richland,SC,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/joshua-ruffin.html,"Joshua “Josh” Dariandre Ruffin, 17, was shot and killed by Columbia, South Carolina Police Officer Kevin Davis on April 8, 2020, after Davis noticed him during a patrol responding to reports of car break-ins and neighborhood suspicious activity during COVID-19 lockdown hours. Ruffin ran when Davis tried to stop him; during the roughly 30-second, 557-foot chase, Davis said Ruffin stopped, pulled a .45-caliber handgun from a bag, and pointed it at him, prompting Davis to fire 10 shots, one striking Ruffin in the forehead. Fifth Circuit Solicitor Byron Gipson, who is also Black, announced in June 2020 that Davis would not be charged, openly acknowledging “a racial dynamic” to the case before concluding it played no role in his decision. The Ruffin family's attorney said the released body camera footage was too blurry to actually confirm Ruffin pointed the gun at Davis. No one has ever been charged in Ruffin's death."
215,jeremy-mcdole,Jeremy McDole,unsolved,homicide,2015,28,male,Wilmington,New Castle,DE,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/jeremy-mcdole.html,"Jeremy “Bam Bam” McDole, 28, a paraplegic who used a wheelchair, was shot and killed by four Wilmington, Delaware police officers on September 23, 2015, after a 911 caller falsely reported he had a gun and had shot himself; the caller later recanted the claim and was never penalized for it. Bystander cellphone video showed officers surrounding McDole in his wheelchair, repeatedly ordering him to drop a weapon and raise his hands, before Officer Joseph Dellose opened fire as McDole's hands moved near his waist; no gun was ever visible in any released footage, and evidence photos purporting to show the recovered weapon did not surface publicly until six years later. Delaware's Department of Justice cleared all four officers of criminal wrongdoing in 2016, while finding Dellose's conduct “extraordinarily poor”; a 2020 review reached the identical conclusion. No one has ever been charged in McDole's death."
216,trey-pringle,Trey Pringle,unsolved,homicide,2018,24,male,Seabrook,Beaufort,SC,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/trey-pringle.html,"Trey Pringle, 24, a man with a documented history of mental illness, died three days after Beaufort County, South Carolina sheriff's deputies Tased him multiple times during a welfare check at his family's home on February 17, 2018. His family called 911 specifically requesting medical assistance. The situation escalated inside the home; deputies said Pringle struck and kicked them before he was Tased repeatedly and restrained, and a firefighter assisting on scene, Brandon Corey Thomsen, was separately accused in a wrongful death lawsuit of placing Pringle in a chokehold. Pringle suffered cardiac arrest and was taken to Beaufort Memorial Hospital, where he died three days later. Medical examiners at the Medical University of South Carolina ruled the death a homicide. After an eight-month investigation, 14th Circuit Solicitor Duffie Stone announced in February 2019 that no criminal charges would be filed against anyone involved. No one has ever been charged in Pringle's death."
217,deandre-brunston,Deandre Brunston,unsolved,homicide,2003,24,male,Compton,Los Angeles,CA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/deandre-brunston.html,"Deandre “Trey” Brunston, 24, was shot 22 times and killed after Los Angeles County Sheriff's deputies fired 81 rounds at him in a doorway in Compton on August 24, 2003, following a 30-minute standoff after his girlfriend called police over a domestic dispute. Brunston falsely claimed to be armed and wanted for murder in an apparent effort to avoid returning to prison on a probation violation; deputies released a K-9 unit toward him despite the on-scene K-9 handler having judged the situation “non-deployable” and objecting to the order, which was given by a supervising lieutenant later found to have been drinking at a party when he issued it. Brunston dropped the object in his hand — a sandal, not a weapon — as the dog reached him, but deputies had already begun firing. No gun was ever found on or near him. No criminal charges were ever filed against any deputy. The wounded police dog was airlifted to a veterinary hospital while Brunston was left on the concrete steps."
218,omar-edwards,Omar Edwards,unsolved,homicide,2009,25,male,New York,New York,NY,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/omar-edwards.html,"Omar Edwards, 25, an off-duty NYPD officer, was shot and killed by a fellow officer, Sergeant Andrew Dunton, in East Harlem on May 28, 2009, moments after Edwards had chased a man who broke into his personal car. Edwards, in plainclothes with his badge not visible, ran toward Dunton's unmarked car with his own service weapon drawn while pursuing the suspect; Dunton, believing Edwards was a threat, fired six times, striking him in the arm, hip, and back. No witness reported hearing Edwards identify himself as a police officer before the shooting, and he never fired his own weapon. A Manhattan grand jury, after hearing from 20 witnesses and reviewing 68 documents, declined to indict Dunton in September 2009. Civil rights leaders questioned whether the outcome would have been different had the officers' races been reversed. No one has ever been criminally charged in Edwards's death."
219,moores-ford-lynchings,"Roger Malcom, Dorothy Malcom, George Dorsey & Mae Murray Dorsey",unsolved,homicide,1946,,,Monroe,Walton,GA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/moores-ford-lynchings.html,"Roger Malcom, 24, his wife Dorothy Malcom, 20, and another sharecropper couple, World War II veteran George Dorsey, 28, and his wife Mae Murray Dorsey, 24, were shot and killed by a mob of 20 to 25 white men at Moore's Ford Bridge near Monroe, Georgia on July 25, 1946, in what became known as “the last mass lynching in America.” Roger Malcom had stabbed a white farmer, Barnett Hester, in a dispute eleven days earlier and was released on bond that afternoon; their employer, Loy Harrison, was driving the two couples home when the car was stopped at the bridge by an armed mob who dragged all four out, tied them up, and shot them so many times the bodies were difficult to identify. The killings prompted President Harry Truman to push for federal civil rights legislation and create the President's Committee on Civil Rights, but a 1946 federal grand jury failed to indict anyone, concluding only that the four died “at the hands of persons unknown.” Despite renewed state and federal investigations in 2001 and 2008 that recovered Ku Klux Klan membership records and firearms from a suspect's property, the FBI and Georgia Bureau of Investigation formally closed the case on January 29, 2018 — 72 years later — without ever charging anyone."
220,winston-smith-jr,Winston Boogie Smith Jr.,unsolved,homicide,2021,32,male,Minneapolis,Hennepin,MN,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/winston-smith-jr.html,"Winston “Boogie” Smith Jr., 32, a father of three and local comedian, was shot and killed by members of a U.S. Marshals Service fugitive task force in an Uptown Minneapolis parking ramp on June 3, 2021, while sitting in an SUV with a woman he had been on a lunch date with. Task force members had watched the couple for over an hour before boxing in Smith's vehicle and announcing an arrest on an outstanding firearms warrant; officials said he refused to comply and produced a handgun, and task force members fired. No body camera, dashcam, or surveillance footage of the shooting exists — the Marshals Service had not yet implemented a body camera policy change in Minnesota specifically, despite the change taking effect elsewhere months earlier. His companion's attorneys said she never saw Smith holding a gun, and investigators never took gunshot residue samples from his hands because his body had already been washed by the medical examiner. Crow Wing County Attorney Donald Ryan declined to charge any task force member in October 2021. No one has ever been charged in Smith's death."
221,frederick-cox-jr,Frederick Cox Jr.,unsolved,homicide,2020,18,male,High Point,Davidson,NC,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/frederick-cox-jr.html,"Frederick Rodriquez Smith Cox Jr., 18, was shot and killed by a plainclothes Davidson County, North Carolina sheriff's detective outside a funeral at Living Water Baptist Church in High Point on November 8, 2020, after gunfire broke out in the parking lot as mourners were leaving. Witnesses said Cox was helping people get to safety when Detective Michael Shane Hill, who was attending the funeral of a separate homicide victim he had been investigating, shot him multiple times. Hill said he saw Cox holding a handgun, and a gun was found near his body afterward, but Cox's autopsy found no gunshot residue on his hands, meaning he had not fired a weapon. The state medical examiner ruled his death a homicide. A Guilford County grand jury declined to indict Hill in June 2021, seven months after the shooting. No one has ever been charged in Cox's death."
222,najee-seabrooks,Najee Seabrooks,unsolved,homicide,2023,31,male,Paterson,Passaic,NJ,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/najee-seabrooks.html,"Najee Seabrooks, 31, a violence-intervention specialist with the Paterson Healing Collective, was shot and killed by two Paterson, New Jersey police officers on March 3, 2023, at the end of a roughly five-hour standoff after he called 911 himself during a mental health crisis, saying people were trying to hurt him. He barricaded himself in a bathroom with knives; officers fired 15 non-lethal rounds without effect as he cut himself and set a fire, before he emerged and, according to the Attorney General's office, lunged at officers with a knife. Of roughly 220 minutes of body camera footage from seven officers later released, the knife was clearly visible in only one recording; most captured the shooting itself without a clear view of a weapon in his hand. A state grand jury declined to indict either officer in March 2025, two years after the shooting. No one has ever been charged in Seabrooks's death."
223,daquain-johnson,Da'Quain Johnson,unsolved,homicide,2026,32,male,Grand Rapids,Kent,MI,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/daquain-johnson.html,"Da'Quain Johnson, 32, a father of three daughters, was shot three times and killed by a Grand Rapids, Michigan Police Department K-9 officer on February 18, 2026, in an apartment complex parking lot after being chased on his bicycle and attacked by a police dog. Officers said they believed Johnson, who was on parole for a prior weapons conviction, was armed, and that he pointed a gun at an officer during the struggle after falling from his bike; a handgun was recovered near his body. A video released by Johnson's family appeared to show him lying face-down, pinned by an officer and still being bitten by the K-9, in the moments before he was shot. Kent County Prosecutor Chris Becker announced on April 2, 2026 that neither officer would be charged, holding the news conference at a Michigan State Police facility roughly seven miles from his own downtown office rather than there. No one has ever been charged in Johnson's death."
224,jalen-randle,Jalen Randle,unsolved,homicide,2022,29,male,Houston,Harris,TX,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/jalen-randle.html,"Jalen Randle, 29, was shot in the neck and killed by Houston Police Officer Shane Privette on April 27, 2022, roughly two seconds after stepping out of a car at the end of a short chase in the Pleasantville neighborhood. Officers had been trying to serve Randle with a warrant on three felony charges. Body camera video showed Privette order Randle to show his hands and open fire before finishing the sentence, then curse after the shot; Randle dropped a bag that was later found to contain a gun. Harris County presented the case to a grand jury twice — the first took no action at all in April 2023, and a second panel declined to indict Privette in October 2023, 18 months after the shooting. Privette was later returned to active duty in the department's narcotics division. No one has ever been charged in Randle's death."
225,luke-stewart,Luke Stewart,unsolved,homicide,2017,23,male,Euclid,Cuyahoga,OH,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/luke-stewart.html,"Luke Stewart, 23, was shot and killed by Euclid, Ohio Police Officer Matthew Rhodes in the early morning hours of March 13, 2017, after officers found him asleep in a parked car reported as suspicious. Neither Rhodes nor his partner, Officer Louis Catalani, identified themselves as police before approaching the vehicle, both later testified; when Stewart woke and started driving away, Rhodes climbed partway into the moving car, deployed a Taser and struck Stewart repeatedly, then shot him as the car struck the patrol vehicle. Stewart was unarmed. A grand jury declined to indict Rhodes later that year. Neither officer wore a body camera. A federal judge dismissed the family's civil rights lawsuit, a decision upheld on appeal and left standing when the U.S. Supreme Court declined to hear the case in 2021 — yet a Cuyahoga County jury, hearing a separate state wrongful-death claim in November 2022, awarded Stewart's family $4.4 million, finding Rhodes had acted recklessly. No one has ever been criminally charged in Stewart's death."
226,ricky-cobb-ii,Ricky Cobb II,unsolved,homicide,2023,33,male,Minneapolis,Hennepin,MN,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/ricky-cobb-ii.html,"Ricky Cobb II, 33, was shot twice and killed by Minnesota State Trooper Ryan Londregan on Interstate 94 in Minneapolis on July 31, 2023, during a traffic stop for a taillight violation. Troopers learned Cobb was wanted in a separate county for violating a domestic no-contact order and ordered him out of the car; when he refused and began driving away while a trooper was partly inside attempting to unbuckle his seatbelt, Londregan fired twice into his torso. Londregan was charged in January 2024 with second-degree murder, first-degree assault, and manslaughter, becoming a rare instance of a Minnesota trooper facing criminal charges. Five months later, the Hennepin County Attorney dropped every charge before trial, citing new evidence that Londregan would testify Cobb reached for his firearm and that state training did not, contrary to best practice, instruct troopers against shooting into a moving vehicle. A federal judge separately dismissed the family's civil lawsuit. No one has ever been convicted in Cobb's death."
227,shipp-and-smith,Thomas Shipp & Abram Smith,unsolved,homicide,1930,,male,Marion,Grant County,IN,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/shipp-and-smith.html,"Thomas Shipp and Abram Smith were lynched by a mob of thousands in the town square of Marion, Indiana, on the night of August 7, 1930, after being arrested the previous evening in connection with the death of a white factory worker, Claude Deeter, and an alleged assault on his companion, Mary Ball. The mob broke into the county jail with sledgehammers and crowbars, dragged both men from their cells, beat them, and hanged them from a tree as thousands of local residents, including women and children, looked on and posed for photographs. A third young man held in connection with the same incident, 16-year-old James Cameron, had a noose already around his neck when the mob inexplicably released him. Local photographer Lawrence Beitler's image of the hanging became the most widely reproduced lynching photograph in American history and directly inspired the poem and song “Strange Fruit,” later made famous by Billie Holiday. No one was ever charged in connection with the lynching of Shipp or Smith."
228,david-jones,David Jones,unsolved,homicide,2017,30,male,Philadelphia,Philadelphia,PA,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/david-jones.html,"David Jones, 30, was shot twice in the back and killed by Philadelphia Police Officer Ryan Pownall on June 8, 2017, after being pulled over for riding a dirt bike illegally on a city street. Officers said Pownall found a gun on Jones during a pat-down and struggled with him over the weapon before it fell and Jones fled on foot; Pownall then fired multiple shots, striking Jones twice in the back. He was the first Philadelphia officer in roughly two decades to be charged with murder for an on-duty shooting. After more than five years of pretrial proceedings, including an appeal that reached the Pennsylvania Supreme Court over how juries should be instructed on police use-of-force law, a Philadelphia judge dismissed all charges against Pownall in October 2022, ruling prosecutors had improperly instructed the grand jury that indicted him. Pownall was reinstated to the police department with full back pay and seniority in 2024. No one has ever been convicted in Jones's death."
229,kemonte-cobbs,Kemonte Cobbs,unsolved,homicide,2017,15,male,Gary,Lake,IN,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/kemonte-cobbs.html,"Kemonte Cobbs, 15, was shot and killed by Gary, Indiana Police Officer Justin Hedrick during a foot pursuit on August 1, 2017, after Cobbs and several other teenagers were reportedly involved in an attempted armed robbery in neighboring Munster. Officers gave shifting and inconsistent accounts of the shooting, variously describing Cobbs as running when shot, lying in wait to ambush pursuing officers, or charging at them with a gun drawn. His mother, Tasheena Brooks, said investigators initially told her no weapon had been recovered at the scene, then called a week later to say one had been found near his body. Lake County Prosecutor Bernard Carter ruled the shooting justified and declined to file charges. Community members held sustained protests demanding the release of video and audio recordings, which authorities resisted for months. No one has ever been charged in Cobbs's death."
230,darryl-tyree-williams,Darryl Tyree Williams,unsolved,homicide,2023,32,male,Raleigh,Wake,NC,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/darryl-tyree-williams.html,"Darryl “Tyree” Williams, 32, died in Raleigh, North Carolina police custody on January 17, 2023, after officers on a “proactive patrol” approached him sitting in his parked car outside a sweepstakes parlor and, suspecting drug possession, tried to arrest him. Williams ran, fell, and was tased repeatedly — by some accounts three to four times — while telling officers he had a heart condition, audible on the body camera footage later released. He went into cardiac arrest and died at the hospital. The state medical examiner ruled his death a homicide, attributing it to sudden cardiac arrest amid cocaine intoxication, physical exertion, Taser use, and physical restraint together. Wake County District Attorney Lorrin Freeman announced in June 2023 that the officers' actions did not violate the law and that prosecution was “unsustainable.” The City of Raleigh settled a federal civil rights lawsuit with Williams's family for $975,000 in December 2025. No one has ever been charged in Williams's death."
231,james-lanier,James Lanier,unsolved,homicide,2023,34,male,Wallace,Duplin,NC,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/james-lanier.html,"James Lanier, 34, who had a history of mental illness, was shot and killed by a Wallace, North Carolina police officer outside the Express Mini Mart on February 24, 2023, after store employees called police because he had entered the store naked and was bothering customers. According to the district attorney's account of surveillance video, Lanier pushed the responding officer, was Tased without apparent effect, and continued advancing on the officer despite repeated commands to back away before the officer fired three shots, one of which struck and killed him. District Attorney Ernie Lee ruled the shooting justified in May 2023, and later cited toxicology results showing PCP in Lanier's system as further justification. Lanier's father publicly said he believed race played a role in his son's death. No one has ever been charged in Lanier's death."
232,mary-and-hayes-turner,Mary Turner & Hayes Turner,unsolved,homicide,1918,,,Barney,Brooks County,GA,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/mary-and-hayes-turner.html,"Mary Turner, 19 and eight months pregnant, and her husband Hayes Turner, 25, were lynched one day apart in Brooks County, Georgia, in May 1918, during a mob rampage that killed at least 11 to 13 Black people in the wake of a white plantation owner's murder. After Hampton Smith, known locally for abusing Black farmworkers, was shot and killed by an employee named Sidney Johnson on May 16, 1918, a mob of hundreds began seizing and lynching Black residents with no connection to any investigation, based only on rumor. Hayes Turner, who had previously been jailed for threatening Smith after Smith beat Mary, was seized from sheriff's custody and lynched on May 18. When Mary Turner publicly denounced her husband's killing and vowed to seek warrants against the men responsible, a mob of several hundred captured her the next day, hanged her upside down from a tree, and burned and shot her to death; she was still alive when a member of the mob cut her unborn child from her body. No one was ever charged in the deaths of Mary Turner, Hayes Turner, or the other Black residents killed during the same two-week rampage."
233,allen-brooks,Allen Brooks,unsolved,homicide,1910,59,male,Dallas,Dallas County,TX,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/allen-brooks.html,"Allen Brooks, roughly 59 years old and possibly born into slavery, was lynched by a mob estimated at 2,000 to 6,000 people in downtown Dallas, Texas, on March 3, 1910, on the day he was set to stand trial. Brooks, a handyman, had been accused of assaulting a two-and-a-half-year-old white girl whose family's furnace he had been repairing; the director of a Dallas civil rights organization later told The New York Times there was no proof he was guilty. As his trial recessed at the Dallas County Courthouse, a mob of over 1,000 people overwhelmed 70 to 150 law enforcement officers, tied a rope around Brooks's neck, and pulled him out a second-story window; he landed on his head on the street below, was beaten further by the crowd, and was dragged by car to a nearby arch where he was hanged from a telephone pole or iron spike. Souvenir postcards of the lynching were printed and mailed by the thousands. No one was ever charged in Brooks's death, and the site went unmarked for 111 years."
234,dexter-reed,Dexter Reed,unsolved,homicide,2024,26,male,Chicago,Cook,IL,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/dexter-reed.html,"Dexter Reed, 26, was shot 13 times and killed by Chicago police officers on March 21, 2024, during a traffic stop in the city's Humboldt Park neighborhood that escalated into a gunfight. Five plainclothes tactical officers in an unmarked SUV curbed Reed's car, giving shifting reasons for the stop — first a seatbelt violation, later tinted windows. Officers said Reed, who did not legally own the recovered handgun, fired first and wounded one officer, prompting four others to fire a combined 96 rounds in 41 seconds. Chicago's Civilian Office of Police Accountability separately found the same five officers had conducted roughly 50 traffic stops in the days beforehand, including two documented instances of unlawfully stopping and detaining people without justification. Cook County State's Attorney Eileen O'Neill Burke announced in August 2025, nearly a year and a half after the shooting, that none of the officers would be charged. No one has ever been charged in Reed's death."
235,bunk-richardson,Bunk Richardson,unsolved,homicide,1906,,male,Gadsden,Etowah County,AL,2026-09-15,2026-08-21,6,https://www.unsolvedblackcases.com/cases/bunk-richardson.html,"Bunk Richardson was abducted from the Etowah County Jail in Gadsden, Alabama, by a large white mob in the middle of the night on February 11, 1906, and lynched, despite never having been charged with any crime. In July 1905, three men had been accused of raping and murdering a white woman; Richardson was not involved but was arrested anyway because he knew one of the suspects. Two of the actual suspects were later tried, convicted, and executed; the third, Will Johnson, was also convicted and sentenced to death, but Alabama Governor William Jelks, doubting his guilt, commuted the sentence to life in prison. That commutation of a stranger's sentence sparked outrage in Gadsden, and a mob responded by seizing Richardson — who had no connection to the original crime beyond an acquaintance — dragging him through the streets, and hanging him from train trestles over the Coosa River. His relatives were forced to flee town and abandon their businesses. No one was ever charged in Richardson's death, and the site went without any public acknowledgment for 110 years until a historical marker was dedicated in 2016."
236,colfax-massacre,The Colfax Massacre,unresolved,homicide,1873,,male,Colfax,Grant Parish,LA,2026-09-17,2026-08-21,6,https://www.unsolvedblackcases.com/cases/colfax-massacre.html,"On Easter Sunday, April 13, 1873, a mob of armed white men, including former Confederate soldiers and Ku Klux Klan members, attacked the Grant Parish Courthouse in Colfax, Louisiana, where Black freedmen and state militia had gathered to defend the results of a disputed election. The mob, numbering as many as 150 to 300 and equipped with a small cannon, set the courthouse ablaze; most of the Black men inside were shot as they fled the flames or after they had already surrendered, and nearly 50 more were murdered later that night after being held as prisoners for hours. Estimates of the death toll vary significantly across sources, ranging from roughly 62 to as many as 150 or more Black men killed; only three of the white attackers died. Federal prosecutors indicted 97 people and brought nine to trial; a jury convicted three men under the Enforcement Act of 1870, but the U.S. Supreme Court unanimously overturned every conviction in United States v. Cruikshank (1876), ruling the federal government lacked power to prosecute private individuals for violating civil rights. No one was ever held accountable for what remains the deadliest single incident of racial violence during Reconstruction."
237,frank-tyson,Frank Tyson,unresolved,homicide,2024,53,male,Canton,Stark,OH,2026-09-17,2026-08-21,6,https://www.unsolvedblackcases.com/cases/frank-tyson.html,"Frank Tyson, 53, died in the custody of Canton, Ohio police officers Camden Burch and Beau Schoenegge on April 18, 2024, after they restrained him face-down on the floor of a veterans hall he had entered following a car crash. Body camera video showed Tyson repeatedly telling officers “They're trying to kill me” and, after being handcuffed with an officer's knee on his upper body, “I can't breathe”; an officer told him “You're fine. Shut the [expletive] up.” Tyson was left motionless and unattended for roughly seven minutes before officers checked on him. The Stark County coroner ruled his death a homicide. A grand jury indicted both officers on felony reckless homicide charges in November 2024, making Tyson's case one of the rare instances to reach that point. Nearly two years later, on the day jury selection began for their trial, both officers instead pleaded guilty to unrelated misdemeanor charges — failure to report a crime and dereliction of duty — neither of which addresses causing Tyson's death, and the original reckless homicide charges were dropped. No one has ever been convicted of causing Tyson's death."
238,roshad-mcintosh,Roshad McIntosh,unsolved,homicide,2014,19,male,Chicago,Cook,IL,2026-09-17,2026-08-21,6,https://www.unsolvedblackcases.com/cases/roshad-mcintosh.html,"Roshad McIntosh, 19, was shot and killed by Chicago Police Officer Robert Slechter on August 24, 2014, after being chased into the yard of a residence in the North Lawndale neighborhood. Police said McIntosh pointed a gun at Slechter, who fired three shots; a loaded pistol was recovered at the scene, though no usable fingerprints were ever identified on it. Witnesses told McIntosh's family he was actually kneeling on the ground with his hands raised, unarmed, when he was shot, and his family's attorneys have alleged the gun was planted after the fact. Chicago's Independent Police Review Authority cleared Slechter in 2015; after the agency was replaced by the Civilian Office of Police Accountability, the case was reopened at the family's request and, after a two-year investigation, COPA again found the shooting justified. A separate officer at the scene was recommended for firing after his account was contradicted by surveillance footage, but he retired before the Police Board acted. The City of Chicago moved to settle the family's federal lawsuit for $2.25 million a decade after the shooting. No one has ever been charged in McIntosh's death."
239,kevin-peterson-jr,Kevin Peterson Jr.,unsolved,homicide,2020,21,male,Vancouver,Clark,WA,2026-09-17,2026-08-21,6,https://www.unsolvedblackcases.com/cases/kevin-peterson-jr.html,"Kevin Peterson Jr., 21, a new father, was shot 34 times and killed by three Clark County, Washington Sheriff's deputies on October 29, 2020, after he ran from a drug sting in a bank parking lot near Vancouver. Clark County's sheriff publicly stated the day after the shooting that Peterson had fired at deputies; an independent multi-agency investigation concluded roughly two weeks later that he never fired his weapon at all, though he had one on him. Surveillance video showed Peterson was shot from behind while running away. His body was left in the parking lot for roughly eleven hours before being removed. An independent prosecutor from a neighboring county found the shooting justified in August 2021, concluding Peterson had “ample opportunity” to drop his gun and declining to charge any of the three deputies. The family's federal wrongful death lawsuit settled for $1.25 million in late 2024. No one has ever been charged in Peterson's death."
